district_name,state,nces_id,url,corona,covid,closure,scraping_failed,link_found
quinter public schools,kansas,2010950,http://www.quinterschools.org,FALSE,TRUE,FALSE,FALSE,TRUE
rawlins county,kansas,2000023,http://www.usd105.org,FALSE,TRUE,FALSE,FALSE,FALSE
remington-whitewater,kansas,2006240,http://www.usd206.org,FALSE,FALSE,TRUE,FALSE,FALSE
renwick,kansas,2011080,http://www.usd267.com,TRUE,TRUE,FALSE,FALSE,TRUE
republic county,kansas,2000030,http://www.usd109.org,FALSE,TRUE,FALSE,FALSE,FALSE
riley county,kansas,2011100,http://www.usd378.org,FALSE,TRUE,TRUE,FALSE,TRUE
riverside,kansas,2000351,http://www.usd114.org,TRUE,TRUE,TRUE,FALSE,TRUE
riverton,kansas,2011130,http://www.usd404.org,FALSE,FALSE,FALSE,FALSE,FALSE
rock creek,kansas,2000004,http://www.rockcreekschools.org,FALSE,TRUE,TRUE,FALSE,TRUE
rock hills,kansas,2000029,http://www.usd107.org,FALSE,TRUE,FALSE,FALSE,TRUE
rolla,kansas,2011190,http://www.usd217.org,FALSE,FALSE,FALSE,FALSE,FALSE
rose hill public schools,kansas,2011250,http://www.usd394.com,TRUE,TRUE,FALSE,FALSE,TRUE
royal valley,kansas,2009320,http://www.rv337.com,FALSE,FALSE,TRUE,FALSE,TRUE
rural vista,kansas,2007440,http://www.usd481.org,FALSE,FALSE,FALSE,FALSE,FALSE
russell county,kansas,2011310,http://www.usd407.org,FALSE,FALSE,FALSE,FALSE,FALSE
salina,kansas,2011370,http://www.usd305.com,TRUE,TRUE,FALSE,FALSE,TRUE
santa fe trail,kansas,2010410,http://www.usd434.org,TRUE,TRUE,FALSE,FALSE,TRUE
satanta,kansas,2011400,http://www.usd507.org,TRUE,TRUE,TRUE,FALSE,TRUE
scott county,kansas,2000017,http://www.usd466.com/,TRUE,TRUE,FALSE,FALSE,TRUE
seaman,kansas,2011490,http://www.seamanschools.org,TRUE,FALSE,TRUE,FALSE,TRUE
sedgwick public schools,kansas,2011550,http://www.usd439.com,TRUE,TRUE,TRUE,FALSE,TRUE
shawnee heights,kansas,2012180,http://www.usd450.net,TRUE,FALSE,FALSE,FALSE,TRUE
shawnee mission pub sch,kansas,2011640,http://www.smsd.org,TRUE,TRUE,FALSE,FALSE,TRUE
silver lake,kansas,2011700,http://www.silverlakeschools.org,FALSE,TRUE,FALSE,FALSE,FALSE
skyline schools,kansas,2011430,http://www.skylineschools.org,FALSE,TRUE,FALSE,FALSE,FALSE
smith center,kansas,2000007,http://www.usd237.com,FALSE,FALSE,FALSE,FALSE,FALSE
smoky valley,kansas,2000002,http://www.smokyvalley.org,FALSE,TRUE,FALSE,FALSE,TRUE
solomon,kansas,2011760,http://www.usd393.net,FALSE,TRUE,FALSE,FALSE,TRUE
south barber,kansas,2008130,https://www.southbarber.com/,FALSE,TRUE,TRUE,FALSE,TRUE
south brown county,kansas,2007470,http://www.usd430.org,FALSE,TRUE,FALSE,FALSE,TRUE
south haven,kansas,2011790,http://www.usd509.org,FALSE,TRUE,FALSE,FALSE,FALSE
southeast of saline,kansas,2000001,http://www.usd306.k12.ks.us,FALSE,TRUE,FALSE,FALSE,TRUE
southern cloud,kansas,2006510,http://www.sc334.org,FALSE,TRUE,FALSE,FALSE,TRUE
southern lyon county,kansas,2006930,http://www.usd252.org,FALSE,FALSE,FALSE,FALSE,FALSE
NA,NA,NA,NA,NA,NA,NA,TRUE,NA
spring hill,kansas,2011850,http://www.usd230.org,TRUE,TRUE,TRUE,FALSE,TRUE
st francis comm sch,kansas,2011880,http://www.usd297.org,TRUE,TRUE,FALSE,FALSE,FALSE
st john-hudson,kansas,2011910,http://www.usd350.com,FALSE,TRUE,TRUE,FALSE,TRUE
stafford,kansas,2011970,http://stafford349.com,FALSE,FALSE,FALSE,FALSE,FALSE
stanton county,kansas,2007860,http://www.usd452.org,TRUE,TRUE,FALSE,FALSE,TRUE
sterling,kansas,2012030,http://www.usd376.com,FALSE,TRUE,FALSE,FALSE,TRUE
stockton,kansas,2012060,http://www.usd271.com,FALSE,FALSE,FALSE,FALSE,FALSE
sublette,kansas,2012090,http://www.usd374.org,FALSE,FALSE,FALSE,FALSE,FALSE
sylvan grove,kansas,2012120,http://www.usd299.org,TRUE,TRUE,TRUE,FALSE,FALSE
NA,NA,NA,NA,NA,NA,NA,TRUE,NA
thunder ridge schools,kansas,2000346,http://usd110.net,FALSE,FALSE,FALSE,FALSE,FALSE
tonganoxie,kansas,2012210,http://www.tong464.org,TRUE,TRUE,FALSE,FALSE,TRUE
topeka public schools,kansas,2012260,http://www.topekapublicschools.net,TRUE,TRUE,FALSE,FALSE,TRUE
troy public schools,kansas,2012330,http://www.troyusd.org,FALSE,FALSE,FALSE,FALSE,FALSE
turner-kansas city,kansas,2012360,http://www.turnerusd202.org,FALSE,TRUE,TRUE,FALSE,TRUE
twin valley,kansas,2003960,http://www.usd240.org,FALSE,TRUE,TRUE,FALSE,TRUE
udall,kansas,2012390,http://www.usd463.org,TRUE,TRUE,TRUE,FALSE,FALSE
ulysses,kansas,2012420,http://www.ulysses.org/,FALSE,TRUE,FALSE,FALSE,TRUE
uniontown,kansas,2012450,http://www.uniontown235.org,FALSE,TRUE,FALSE,FALSE,TRUE
valley center pub sch,kansas,2012510,http://www.usd262.net,FALSE,TRUE,TRUE,FALSE,TRUE
valley falls,kansas,2012540,http://www.usd338.com,FALSE,TRUE,FALSE,FALSE,TRUE
valley heights,kansas,2012780,http://www.valleyheights.org,FALSE,TRUE,FALSE,FALSE,TRUE
vermillion,kansas,2004560,http://www.usd380.com,FALSE,FALSE,TRUE,FALSE,TRUE
victoria,kansas,2012600,http://www.usd432.org,FALSE,TRUE,FALSE,FALSE,FALSE
wabaunsee,kansas,2003240,http://www.usd329.com,FALSE,TRUE,FALSE,FALSE,FALSE
waconda,kansas,2004470,http://www.usd272.org,TRUE,TRUE,TRUE,FALSE,FALSE
wakeeney,kansas,2012630,http://www.tregoeagles.com,FALSE,TRUE,FALSE,FALSE,TRUE
wallace county schools,kansas,2011610,http://usd241.org,TRUE,TRUE,FALSE,FALSE,TRUE
wamego,kansas,2000003,http://www.usd320.com,TRUE,TRUE,TRUE,FALSE,TRUE
washington co. schools,kansas,2000028,http://usd108.org,FALSE,FALSE,FALSE,FALSE,FALSE
wellington,kansas,2012840,http://www.usd353.com/,TRUE,TRUE,FALSE,FALSE,TRUE
wellsville,kansas,2012870,http://www.wellsville-usd289.org,FALSE,TRUE,FALSE,FALSE,TRUE
weskan,kansas,2012900,http://weskanschools.org,FALSE,TRUE,FALSE,FALSE,TRUE
west elk,kansas,2007500,https://www.randstadusa.com/jobs/search/kansas/elkin/mi-25/,TRUE,TRUE,FALSE,FALSE,TRUE
west franklin,kansas,2010800,http://usd287.org,FALSE,FALSE,FALSE,FALSE,FALSE
western plains,kansas,2000020,http://www.usd106.org,TRUE,TRUE,FALSE,FALSE,TRUE
wheatland,kansas,2006630,http://www.USD292.org,FALSE,FALSE,FALSE,FALSE,FALSE
wichita,kansas,2012990,http://www.usd259.org,TRUE,TRUE,FALSE,FALSE,TRUE
winfield,kansas,2013050,http://www.usd465.com,FALSE,TRUE,TRUE,FALSE,TRUE
woodson,kansas,2013110,http://www.usd366.net,FALSE,FALSE,FALSE,FALSE,FALSE
adair county,kentucky,2100030,https://www.adair.k12.ky.us/,FALSE,FALSE,FALSE,FALSE,FALSE
allen county,kentucky,2100070,http://www.allen.kyschools.us/,FALSE,TRUE,FALSE,FALSE,FALSE
anchorage independent,kentucky,2100090,http://anchorage.com,FALSE,FALSE,FALSE,FALSE,FALSE
anderson county,kentucky,2100120,https://andersoncounty.ky.gov/,TRUE,TRUE,TRUE,FALSE,TRUE
ashland independent,kentucky,2100150,http://www.ashlandky.gov/,FALSE,TRUE,FALSE,FALSE,TRUE
augusta independent,kentucky,2100180,https://www.augusta.k12.ky.us/,FALSE,TRUE,FALSE,FALSE,TRUE
ballard county,kentucky,2100210,https://ballardcounty.ky.gov/,FALSE,FALSE,FALSE,FALSE,FALSE
barbourville independent,kentucky,2100240,http://barbourvilleind.com/,FALSE,FALSE,FALSE,FALSE,FALSE
bardstown independent,kentucky,2100270,http://www.btown.k12.ky.us/,FALSE,FALSE,FALSE,FALSE,FALSE
barren county,kentucky,2100300,"https://en.wikipedia.org/wiki/Barren_County,_Kentucky",FALSE,TRUE,FALSE,FALSE,TRUE
NA,NA,NA,NA,NA,NA,NA,TRUE,NA
beechwood independent,kentucky,2100360,https://www.beechwood.kyschools.us/,FALSE,TRUE,FALSE,FALSE,TRUE
bell county,kentucky,2100390,https://bellcounty.ky.gov/,FALSE,FALSE,FALSE,FALSE,FALSE
bellevue independent,kentucky,2100420,https://www.bellevue.kyschools.us/,FALSE,TRUE,FALSE,FALSE,TRUE
berea independent,kentucky,2100480,https://www.berea.kyschools.us/,TRUE,TRUE,FALSE,FALSE,TRUE
boone county,kentucky,2100510,https://www.boonecountyboe.org/,TRUE,TRUE,FALSE,FALSE,TRUE
bourbon county,kentucky,2100540,http://www.bourbonky.com,FALSE,FALSE,FALSE,FALSE,FALSE
bowling green independent,kentucky,2100570,http://www.b-g.k12.ky.us/,FALSE,FALSE,FALSE,FALSE,FALSE
boyd county,kentucky,2100620,https://www.boydcounty.org/,TRUE,TRUE,FALSE,FALSE,TRUE
boyle county,kentucky,2100630,http://boyleky.com/,TRUE,TRUE,TRUE,FALSE,TRUE
bracken county,kentucky,2100660,https://brackencounty.ky.gov/Pages/index.aspx,FALSE,FALSE,FALSE,FALSE,FALSE
NA,NA,NA,NA,NA,NA,NA,TRUE,NA
breckinridge county,kentucky,2100720,http://www.breck.kyschools.us/,TRUE,FALSE,TRUE,FALSE,TRUE
bullitt county,kentucky,2100750,https://www.bullitt.k12.ky.us/,FALSE,TRUE,FALSE,FALSE,TRUE
burgin independent,kentucky,2100780,https://www.burginschool.com/,FALSE,TRUE,FALSE,FALSE,TRUE
butler county,kentucky,2100810,https://butlercounty.ky.gov/,TRUE,FALSE,FALSE,FALSE,TRUE
caldwell county,kentucky,2100840,https://www.caldwell.kyschools.us/,TRUE,TRUE,FALSE,FALSE,TRUE
calloway county,kentucky,2100870,https://www.callowaycounty-ky.gov/,FALSE,FALSE,FALSE,FALSE,FALSE
campbell county,kentucky,2100900,https://www.ccsd.k12.wy.us/,TRUE,TRUE,FALSE,FALSE,TRUE
campbellsville independent,kentucky,2100930,https://www.cville.kyschools.us/,FALSE,FALSE,FALSE,FALSE,FALSE
carlisle county,kentucky,2100960,https://NA.org/,TRUE,FALSE,FALSE,FALSE,FALSE
carroll county,kentucky,2100990,http://caroll.com,FALSE,FALSE,FALSE,FALSE,FALSE
carter county,kentucky,2101020,http://www.carterk12.net/,TRUE,TRUE,TRUE,FALSE,FALSE
casey county,kentucky,2101050,https://www.casey.kyschools.us/,FALSE,FALSE,FALSE,FALSE,FALSE
caverna independent,kentucky,2101110,https://www.caverna.k12.ky.us/,FALSE,TRUE,FALSE,FALSE,TRUE
christian county,kentucky,2101150,http://www.christian.kyschools.us/,TRUE,TRUE,TRUE,FALSE,TRUE
clark county,kentucky,2101200,https://www.clarkcountyschools161.org/,FALSE,TRUE,TRUE,FALSE,TRUE
clay county,kentucky,2101230,https://www.claycountyga.net/,FALSE,TRUE,FALSE,FALSE,TRUE
clinton county,kentucky,2101260,http://clinton.com,FALSE,FALSE,FALSE,FALSE,FALSE
cloverport independent,kentucky,2101290,https://www.cport.k12.ky.us/,TRUE,TRUE,TRUE,FALSE,TRUE
corbin independent,kentucky,2101320,http://www.corbinschools.org/,FALSE,TRUE,TRUE,FALSE,TRUE
covington independent,kentucky,2101350,https://www.covington.kyschools.us/,FALSE,TRUE,FALSE,FALSE,TRUE
crittenden county,kentucky,2101380,https://kentucky.gov/government/Pages/AgencyProfile.aspx?Title=Crittenden+County,FALSE,FALSE,FALSE,FALSE,FALSE
cumberland county,kentucky,2101410,http://cumber.com,TRUE,TRUE,FALSE,FALSE,TRUE
danville independent,kentucky,2101440,https://www.danvilleschools.net/,FALSE,FALSE,FALSE,FALSE,FALSE
daviess county,kentucky,2101470,https://www.daviesskyschools.org/,FALSE,TRUE,TRUE,FALSE,TRUE
dawson springs independent,kentucky,2101500,http://www.dsprings.k12.ky.us/,TRUE,TRUE,FALSE,FALSE,TRUE
dayton independent,kentucky,2101530,https://www.daytonsd.org/,FALSE,FALSE,TRUE,FALSE,TRUE
east bernstadt independent,kentucky,2101590,https://www.e-bernstadt.k12.ky.us/,FALSE,TRUE,FALSE,FALSE,TRUE
edmonson county,kentucky,2101620,https://edmonsoncounty.ky.gov/,TRUE,FALSE,FALSE,FALSE,TRUE
elizabethtown independent,kentucky,2101650,https://www.etown.k12.ky.us/,TRUE,TRUE,FALSE,FALSE,FALSE
elliott county,kentucky,2101680,https://www.elliott.kyschools.us/,TRUE,TRUE,TRUE,FALSE,FALSE
eminence independent,kentucky,2101710,https://www.eminence.k12.ky.us/,FALSE,FALSE,FALSE,FALSE,FALSE
erlanger-elsmere independent,kentucky,2101740,https://www.erlanger.kyschools.us/,FALSE,TRUE,FALSE,FALSE,FALSE
estill county,kentucky,2101760,http://estill.com,FALSE,FALSE,FALSE,FALSE,FALSE
fairview independent,kentucky,2101800,https://www.fairview.k12.ky.us/,FALSE,TRUE,TRUE,FALSE,TRUE
fayette county,kentucky,2101860,https://www.fcsk12.net/,FALSE,FALSE,FALSE,FALSE,FALSE
fleming county,kentucky,2101920,http://www.flemingcountyky.us/,TRUE,TRUE,FALSE,FALSE,TRUE
floyd county,kentucky,2101950,https://floydcountykentucky.com/,FALSE,FALSE,FALSE,FALSE,FALSE
fort thomas independent,kentucky,2102040,https://www.fortthomas.kyschools.us/,FALSE,TRUE,FALSE,FALSE,TRUE
frankfort independent,kentucky,2101980,https://www.frankfort.k12.ky.us/,TRUE,TRUE,TRUE,FALSE,FALSE
franklin county,kentucky,2102010,https://franklincounty.ky.gov/,TRUE,TRUE,FALSE,FALSE,TRUE
fulton county,kentucky,2102100,https://www.fultoncountyga.gov,TRUE,TRUE,TRUE,FALSE,TRUE
fulton independent,kentucky,2102070,https://www.fulton-ind.k12.ky.us,TRUE,FALSE,FALSE,FALSE,TRUE
gallatin county,kentucky,2102130,https://gallatincounty.ky.gov/,FALSE,FALSE,FALSE,FALSE,FALSE
garrard county,kentucky,2102160,https://www.garrard.k12.ky.us/,TRUE,FALSE,FALSE,FALSE,TRUE
glasgow independent,kentucky,2102220,https://www.glasgow.kyschools.us/,TRUE,TRUE,TRUE,FALSE,TRUE
grant county,kentucky,2102250,https://www.grantcountyschools.org/,FALSE,FALSE,FALSE,FALSE,FALSE
graves county,kentucky,2102280,http://www.graves.kyschools.us/,FALSE,FALSE,FALSE,FALSE,FALSE
grayson county,kentucky,2102300,https://graysoncountyclerk.ky.gov/,FALSE,FALSE,FALSE,FALSE,FALSE
green county,kentucky,2102340,https://gcsdistrict.blogspot.com/,FALSE,FALSE,FALSE,FALSE,FALSE
greenup county,kentucky,2102400,http://www.greenup.k12.ky.us/,FALSE,TRUE,FALSE,FALSE,TRUE
hancock county,kentucky,2102460,https://boe.hancock.k12.wv.us/,FALSE,FALSE,FALSE,FALSE,FALSE
hardin county,kentucky,2102490,http://www.hccoky.org/,FALSE,TRUE,FALSE,FALSE,TRUE
harlan county,kentucky,2102540,http://www.harlan.k12.ky.us/,FALSE,TRUE,FALSE,FALSE,TRUE
harlan independent,kentucky,2102520,http://www.harlan-ind.k12.ky.us/,FALSE,FALSE,FALSE,FALSE,FALSE
harrison county,kentucky,2102580,http://harcoboe.net/,FALSE,TRUE,FALSE,FALSE,TRUE
hart county,kentucky,2102640,http://www.hartcountyga.gov/,FALSE,FALSE,FALSE,FALSE,FALSE
hazard independent,kentucky,2102670,https://www.hazard.kyschools.us/,TRUE,FALSE,FALSE,FALSE,TRUE
henderson county,kentucky,2102710,https://hendersonky.us/,TRUE,TRUE,TRUE,FALSE,TRUE
henry county,kentucky,2102760,https://www.co.henry.ga.us/,TRUE,TRUE,FALSE,FALSE,TRUE
hickman county,kentucky,2102790,http://www.hickman.k12.ky.us/,TRUE,TRUE,TRUE,FALSE,TRUE
hopkins county,kentucky,2102860,http://www.hopkins.kyschools.us/,FALSE,TRUE,TRUE,FALSE,TRUE
jackson county,kentucky,2102940,https://www.jacksoncountygov.com/,FALSE,FALSE,FALSE,FALSE,FALSE
jackson independent,kentucky,2102910,https://www.jacksonind.net/,FALSE,FALSE,FALSE,FALSE,FALSE
jefferson county,kentucky,2102990,https://jeffersonsd251.org/,TRUE,TRUE,TRUE,FALSE,TRUE
jenkins independent,kentucky,2103000,https://www.jenkins.k12.ky.us/,FALSE,TRUE,FALSE,FALSE,TRUE
jessamine county,kentucky,2103030,https://jessamineco.com/,TRUE,TRUE,FALSE,FALSE,TRUE
johnson county,kentucky,2103060,http://www.jcsd1.us/,TRUE,TRUE,TRUE,FALSE,FALSE
kenton county,kentucky,2103090,https://www.kentoncounty.org/,TRUE,TRUE,FALSE,FALSE,TRUE
knott county,kentucky,2103120,https://kentucky.gov,TRUE,FALSE,FALSE,FALSE,TRUE
knox county,kentucky,2103150,https://www.knoxkyschools.com/,FALSE,TRUE,FALSE,FALSE,TRUE
larue county,kentucky,2103180,https://www.larue.k12.ky.us/,FALSE,TRUE,FALSE,FALSE,TRUE
laurel county,kentucky,2103210,https://www.laurel.k12.ky.us/,FALSE,TRUE,TRUE,FALSE,TRUE
lawrence county,kentucky,2103240,https://www.cusd20.com/,FALSE,FALSE,FALSE,FALSE,FALSE
lee county,kentucky,2103270,https://leecounty.ky.gov/,FALSE,FALSE,FALSE,FALSE,FALSE
leslie county,kentucky,2103330,https://lesliecounty.ky.gov/,FALSE,FALSE,FALSE,FALSE,FALSE
letcher county,kentucky,2103360,https://letchercounty.ky.gov/Pages/default.aspx,FALSE,FALSE,FALSE,FALSE,FALSE
lewis county,kentucky,2103390,http://lewisboe.com,TRUE,TRUE,FALSE,FALSE,TRUE
lincoln county,kentucky,2103480,https://lcsd2.org/,TRUE,TRUE,TRUE,FALSE,TRUE
livingston county,kentucky,2103510,https://www.livingston.k12.ky.us/,FALSE,FALSE,FALSE,FALSE,FALSE
logan county,kentucky,2103540,http://logancs.schoolinsites.com/,TRUE,TRUE,TRUE,FALSE,FALSE
ludlow independent,kentucky,2103630,https://www.ludlow.kyschools.us/,TRUE,FALSE,TRUE,FALSE,TRUE
lyon county,kentucky,2103690,https://www.lyoncsd.org/,TRUE,TRUE,TRUE,FALSE,TRUE
madison county,kentucky,2103720,https://www.madisoncountyky.us,TRUE,TRUE,TRUE,FALSE,TRUE
magoffin county,kentucky,2103750,https://magoffincounty.ky.gov/,FALSE,FALSE,FALSE,FALSE,FALSE
marion county,kentucky,2103780,https://www.marionboe.com/,FALSE,TRUE,FALSE,FALSE,TRUE
marshall county,kentucky,2103810,https://wvde.state.wv.us/ed_directory/office.html?office_id=48,FALSE,FALSE,FALSE,FALSE,FALSE
martin county,kentucky,2103840,http://www.martin.kyschools.us/,FALSE,TRUE,TRUE,FALSE,TRUE
mason county,kentucky,2103870,http://www.mccschools.org/,TRUE,TRUE,TRUE,FALSE,TRUE
mayfield independent,kentucky,2103900,http://mayfieldky.gov/,FALSE,FALSE,FALSE,FALSE,FALSE
mccracken county,kentucky,2103960,https://www.mccracken.kyschools.us/,TRUE,TRUE,FALSE,FALSE,TRUE
mccreary county,kentucky,2103990,https://mccrearycounty.com/,FALSE,FALSE,FALSE,FALSE,FALSE
mclean county,kentucky,2104020,https://www.unit5.org,TRUE,TRUE,TRUE,FALSE,TRUE
meade county,kentucky,2104050,http://meadeky.com/,TRUE,TRUE,FALSE,FALSE,TRUE
menifee county,kentucky,2104080,https://menifeecounty.ky.gov/Pages/index.aspx,FALSE,FALSE,FALSE,FALSE,FALSE
mercer county,kentucky,2104110,https://www.mercerschools.org/,FALSE,TRUE,TRUE,FALSE,FALSE
NA,NA,NA,NA,NA,NA,NA,TRUE,NA
middlesboro independent,kentucky,2104170,https://www.mboro.k12.ky.us/,FALSE,FALSE,FALSE,FALSE,FALSE
monroe county,kentucky,2104200,http://www.monroecoga.org/,TRUE,FALSE,FALSE,FALSE,TRUE
montgomery county,kentucky,2104250,https://montgomerycounty.ky.gov/,FALSE,FALSE,FALSE,FALSE,FALSE
morgan county,kentucky,2104290,http://www.morganschools.net/,TRUE,FALSE,FALSE,FALSE,TRUE
muhlenberg county,kentucky,2100081,http://www.mberg.k12.ky.us/,TRUE,TRUE,FALSE,FALSE,FALSE
murray independent,kentucky,2104380,https://www.murray.kyschools.us/,FALSE,FALSE,FALSE,FALSE,FALSE
nelson county,kentucky,2104410,https://www.nelson.kyschools.us/,FALSE,TRUE,FALSE,FALSE,TRUE
newport independent,kentucky,2104440,https://www.newportgriz.com/,FALSE,FALSE,FALSE,FALSE,FALSE
nicholas county,kentucky,2104470,http://boe.nich.k12.wv.us/,TRUE,TRUE,TRUE,FALSE,TRUE
ohio county,kentucky,2104500,http://boe.ohio.k12.wv.us/,TRUE,TRUE,FALSE,FALSE,TRUE
oldham county,kentucky,2104530,https://www.oldhamcountyky.gov/,TRUE,TRUE,FALSE,FALSE,TRUE
owen county,kentucky,2104560,https://www.owencountyky.us/,FALSE,FALSE,FALSE,FALSE,FALSE
owensboro independent,kentucky,2104590,https://owensboro.kyschools.us/,FALSE,TRUE,TRUE,FALSE,TRUE
owsley county,kentucky,2104620,https://owsley.kyschools.us/,FALSE,FALSE,FALSE,FALSE,FALSE
paducah independent,kentucky,2104650,http://www.paducah.kyschools.us/,FALSE,TRUE,TRUE,FALSE,FALSE
paintsville independent,kentucky,2104680,http://www.paintsville.kyschools.us/,FALSE,FALSE,TRUE,FALSE,FALSE
paris independent,kentucky,2104710,https://www.paris.kyschools.us/,FALSE,FALSE,FALSE,FALSE,FALSE
pendleton county,kentucky,2104740,https://www.pendletoncountyschools.com/,TRUE,TRUE,TRUE,FALSE,FALSE
perry county,kentucky,2104770,https://perrycounty.ky.gov/,TRUE,FALSE,FALSE,FALSE,FALSE
pike county,kentucky,2104800,http://www.pikecountyky.gov/,FALSE,FALSE,FALSE,FALSE,FALSE
pikeville independent,kentucky,2104830,https://www.pikeville.k12.ky.us/,FALSE,TRUE,FALSE,FALSE,TRUE
pineville independent,kentucky,2104860,https://pineville.kyschools.us/,TRUE,TRUE,FALSE,FALSE,TRUE
powell county,kentucky,2104890,http://powellcountyky.us/,FALSE,FALSE,FALSE,FALSE,FALSE
pulaski county,kentucky,2104950,https://www.pulaskigov.com/,FALSE,FALSE,FALSE,FALSE,FALSE
raceland-worthington independent,kentucky,2104980,https://www.raceland.kyschools.us/,FALSE,TRUE,FALSE,FALSE,TRUE
robertson county,kentucky,2105040,https://www.school.robertson.k12.ky.us/,FALSE,FALSE,FALSE,FALSE,FALSE
rockcastle county,kentucky,2105070,https://www.rockcastlecountyky.com/,FALSE,FALSE,FALSE,FALSE,FALSE
rowan county,kentucky,2105100,https://www.rowan.k12.ky.us/,TRUE,TRUE,FALSE,FALSE,TRUE
russell county,kentucky,2105160,https://russellpva.com/,FALSE,FALSE,FALSE,FALSE,FALSE
russell independent,kentucky,2105130,https://www.russellind.kyschools.us/staff,FALSE,FALSE,FALSE,FALSE,FALSE
russellville independent,kentucky,2105190,https://www.russellville.kyschools.us/,TRUE,TRUE,TRUE,FALSE,TRUE
science hill independent,kentucky,2105220,https://www.science.k12.ky.us/,FALSE,FALSE,FALSE,FALSE,FALSE
scott county,kentucky,2105260,https://www.scott.k12.ky.us/,FALSE,TRUE,FALSE,FALSE,TRUE
shelby county,kentucky,2105320,https://www.shelby.kyschools.us/,FALSE,TRUE,FALSE,FALSE,TRUE
silver grove independent,kentucky,2105370,https://silvergrove.kyschools.us/,FALSE,FALSE,FALSE,FALSE,FALSE
simpson county,kentucky,2105400,http://www.simpsoncounty.us/,FALSE,TRUE,FALSE,FALSE,TRUE
somerset independent,kentucky,2105430,https://www.somerset.k12.ky.us/,FALSE,FALSE,FALSE,FALSE,FALSE
southgate independent,kentucky,2105460,http://www.southgate.k12.ky.us,FALSE,FALSE,FALSE,FALSE,FALSE
spencer county,kentucky,2105490,https://www.spencercountyky.gov/,TRUE,TRUE,FALSE,FALSE,TRUE
taylor county,kentucky,2105520,https://www.taylorcountyga.com,FALSE,TRUE,FALSE,FALSE,FALSE
todd county,kentucky,2105550,https://toddcounty.ky.gov,FALSE,FALSE,FALSE,FALSE,FALSE
trigg county,kentucky,2105580,https://triggcounty.ky.gov/Pages/default.aspx,FALSE,FALSE,FALSE,FALSE,FALSE
trimble county,kentucky,2105610,https://trimblecounty.ky.gov/Pages/index.aspx,TRUE,FALSE,FALSE,FALSE,TRUE
union county,kentucky,2105640,http://www.unioncountync.gov/,TRUE,TRUE,FALSE,FALSE,TRUE
walton-verona independent,kentucky,2105700,http://wv.kyschools.us/,FALSE,FALSE,FALSE,FALSE,FALSE
warren county,kentucky,2105730,http://www.warrencountyky.gov/,FALSE,FALSE,FALSE,FALSE,FALSE
washington county,kentucky,2105760,https://www.washingtoncountyky.com/,TRUE,TRUE,TRUE,FALSE,TRUE
wayne county,kentucky,2105790,https://www.wayne.k12.ga.us/,TRUE,TRUE,TRUE,FALSE,TRUE
webster county,kentucky,2105820,https://boe.webs.k12.wv.us/,TRUE,FALSE,FALSE,FALSE,TRUE
west point independent,kentucky,2105850,http://westpoint.kyschools.us/,FALSE,TRUE,FALSE,FALSE,FALSE
whitley county,kentucky,2105880,https://www.whitley.k12.ky.us/,FALSE,TRUE,FALSE,FALSE,TRUE
williamsburg independent,kentucky,2105910,http://www.wburg.k12.ky.us/,FALSE,FALSE,FALSE,FALSE,FALSE
williamstown independent,kentucky,2105940,https://www.williamstown.kyschools.us/,TRUE,TRUE,FALSE,FALSE,TRUE
wolfe county,kentucky,2105970,https://www.worldatlas.com/na/us/ky/c-wolfe-county-kentucky.html,TRUE,FALSE,FALSE,FALSE,TRUE
woodford county,kentucky,2106000,https://woodfordcounty.ky.gov/,TRUE,TRUE,TRUE,FALSE,TRUE
abramson sci academy,louisiana,2200237,http://www.collegiateacademies.org/AbramsonSciAcademy,FALSE,TRUE,FALSE,FALSE,TRUE
acadia parish,louisiana,2200030,https://www.acadia.k12.la.us/,TRUE,TRUE,FALSE,FALSE,TRUE
acadiana renaissance charter academy,louisiana,2200231,http://www.acadianacharter.org/,FALSE,FALSE,FALSE,FALSE,FALSE
advantage charter academy,louisiana,2200268,https://www.nhaschools.com/,FALSE,TRUE,TRUE,FALSE,TRUE
akili academy of new orleans,louisiana,2200208,https://akiliacademy.org/,FALSE,FALSE,TRUE,FALSE,TRUE
alice m. harte elementary charter school,louisiana,2200279,https://aliceharte.inspirenolacharterschools.org/,TRUE,FALSE,TRUE,FALSE,TRUE
allen parish,louisiana,2200060,https://www.allen.k12.la.us/,FALSE,TRUE,FALSE,FALSE,TRUE
arise academy,louisiana,2200212,http://www.ariseschools.org/,FALSE,TRUE,FALSE,FALSE,TRUE
arthur ashe charter school,louisiana,2200192,https://firstlineschools.org/arthur-ashe-charter-school/,FALSE,FALSE,FALSE,FALSE,FALSE
ascension parish,louisiana,2200090,https://www.apsb.org/,FALSE,TRUE,TRUE,FALSE,TRUE
assumption parish,louisiana,2200120,https://www.assumptionla.com/,TRUE,TRUE,FALSE,FALSE,TRUE
audubon charter school,louisiana,2200285,http://www.auduboncharter.org/audubongentilly_home.aspx,FALSE,FALSE,FALSE,FALSE,FALSE
avoyelles parish,louisiana,2200150,https://www.avoyellespsb.com/,FALSE,TRUE,FALSE,FALSE,TRUE
avoyelles public charter school,louisiana,2200035,https://www.apcs.us/,FALSE,FALSE,TRUE,FALSE,TRUE
